id_product,category,product_name,id_subcategory
900,Technology,Wilson SignalBoost 841262 DB PRO Amplifier Kit,8
901,Office Supplies,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",9
902,Office Supplies,Pencil and Crayon Sharpener,7
903,Office Supplies,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",11
904,Office Supplies,Fellowes Bankers Box Stor/Drawer Steel Plus,5
905,Office Supplies,"Performers Binder/Pad Holder, Black",9
906,Furniture,Office Star Flex Back Scooter Chair with White Frame,2
907,Technology,Logitech G13 Programmable Gameboard with LCD Display,12
908,Office Supplies,Panasonic KP-380BK Classic Electric Pencil Sharpener,7
909,Technology,Memorex Froggy Flash Drive 4 GB,12
910,Technology,"Maxell 74 Minute CD-R Spindle, 50/Pack",12
911,Technology,Geemarc AmpliPOWER60,8
912,Office Supplies,Avery 48,3
913,Office Supplies,Avery Arch Ring Binders,9
914,Office Supplies,Xerox 1915,11
915,Office Supplies,Avery Reinforcements for Hole-Punch Pages,9
916,Office Supplies,Colorific Watercolor Pencils,7
917,Office Supplies,BIC Liqua Brite Liner,7
918,Office Supplies,"ACCOHIDE 3-Ring Binder, Blue, 1""",9
919,Office Supplies,Xerox 1973,11
920,Office Supplies,GBC Binding covers,9
921,Furniture,Sauder Cornerstone Collection Library,1
922,Furniture,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",6
923,Technology,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,8
924,Office Supplies,Belkin 6 Outlet Metallic Surge Strip,10
925,Furniture,Hon Valutask Swivel Chairs,2
926,Office Supplies,Avery 517,3
927,Office Supplies,Avery 477,3
928,Office Supplies,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",11
929,Furniture,"Seth Thomas 12"" Clock w/ Goldtone Case",6
930,Technology,Memorex Froggy Flash Drive 8 GB,12
931,Office Supplies,Acco 6 Outlet Guardian Premium Surge Suppressor,10
932,Office Supplies,Avoid Verbal Orders Carbonless Minifold Book,11
933,Office Supplies,Fellowes Presentation Covers for Comb Binding Machines,9
934,Office Supplies,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,7
935,Office Supplies,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",10
936,Office Supplies,"SAFCO Commercial Wire Shelving, Black",5
937,Furniture,Tensor Computer Mounted Lamp,6
938,Technology,Polycom SoundPoint IP 450 VoIP phone,8
939,Office Supplies,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",11
940,Technology,Cisco CP-7937G Unified IP Conference Station Phone,16
941,Office Supplies,Boston 16701 Slimline Battery Pencil Sharpener,7
942,Office Supplies,Avery 494,3
943,Office Supplies,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",11
944,Office Supplies,Newell 35,7
945,Office Supplies,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,9
946,Office Supplies,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,9
947,Office Supplies,Hanging Personal Folder File,5
948,Office Supplies,Xerox 1909,11
949,Furniture,"Leather Task Chair, Black",2
950,Office Supplies,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",11
951,Technology,Digium D40 VoIP phone,8
952,Technology,DYMO CardScan Personal V9 Business Card Scanner,16
953,Technology,Case Logic 2.4GHz Wireless Keyboard,12
954,Technology,Logitech Desktop MK120 Mouse and keyboard Combo,12
955,Office Supplies,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",9
956,Furniture,"Lesro Round Back Collection Coffee Table, End Table",4
957,Office Supplies,Hoover WindTunnel Plus Canister Vacuum,10
958,Office Supplies,Xerox 1934,11
959,Office Supplies,Newell 329,7
960,Technology,Panasonic KX T7731-B Digital phone,8
961,Office Supplies,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",5
962,Office Supplies,White Computer Printout Paper by Universal,11
963,Office Supplies,Revere Boxed Rubber Bands by Revere,14
964,Furniture,"Eldon 200 Class Desk Accessories, Black",6
965,Office Supplies,Ames Color-File Green Diamond Border X-ray Mailers,13
966,Furniture,"Bevis Oval Conference Table, Walnut",4
967,Furniture,Hon 61000 Series Interactive Training Tables,4
968,Office Supplies,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",9
969,Office Supplies,Xerox 217,11
970,Furniture,"Bush Andora Conference Table, Maple/Graphite Gray Finish",4
971,Office Supplies,Xerox 189,11
972,Office Supplies,Panasonic KP-150 Electric Pencil Sharpener,7
973,Office Supplies,GBC Recycled Regency Composition Covers,9
974,Furniture,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",6
975,Technology,ShoreTel ShorePhone IP 230 VoIP phone,8
976,Office Supplies,Petty Cash Envelope,11
977,Office Supplies,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,10
978,Technology,Samsung Rugby III,8
979,Office Supplies,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",9
980,Office Supplies,Canvas Sectional Post Binders,9
981,Office Supplies,Strathmore Photo Mount Cards,11
982,Office Supplies,Xerox 203,11
983,Technology,Plantronics Audio 995 Wireless Stereo Headset,12
984,Office Supplies,Xerox 1948,11
985,Furniture,Global Super Steno Chair,2
986,Technology,OtterBox Defender Series Case - Samsung Galaxy S4,8
987,Office Supplies,Wilson Jones Suede Grain Vinyl Binders,9
988,Technology,OtterBox Defender Series Case - iPhone 5c,8
989,Office Supplies,Wilson Jones DublLock D-Ring Binders,9
990,Office Supplies,Surelock Post Binders,9
991,Technology,Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,16
992,Office Supplies,Ibico Plastic Spiral Binding Combs,9
993,Furniture,"Iceberg OfficeWorks 42"" Round Tables",4
994,Furniture,DAX Wood Document Frame,6
995,Office Supplies,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,9
996,Furniture,Global Executive Mid-Back Manager's Chair,2
997,Office Supplies,Xerox 1946,11
998,Office Supplies,Newell 320,7
999,Furniture,"Eldon Image Series Desk Accessories, Burgundy",6
1000,Office Supplies,Newell 340,7
1001,Office Supplies,Avery 506,3
1002,Office Supplies,Xerox 192,11
1003,Office Supplies,HP Office Recycled Paper (20Lb. and 87 Bright),11
1004,Office Supplies,X-Rack File for Hanging Folders,5
1005,Office Supplies,Xerox 199,11
1006,Technology,WD My Passport Ultra 500GB Portable External Hard Drive,12
1007,Technology,Cisco IP Phone 7961G-GE VoIP phone,8
1008,Technology,Logitech Trackman Marble Mouse,12
1009,Office Supplies,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",11
1010,Office Supplies,Acco Perma 3000 Stacking Storage Drawers,5
1011,Office Supplies,Xerox 197,11
1012,Technology,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",8
1013,Furniture,Hon 2111 Invitation Series Corner Table,4
1014,Technology,Lexmark X 9575 Professional All-in-One Color Printer,16
1015,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,9
1016,Office Supplies,Newell 325,7
1017,Office Supplies,Xerox 1970,11
1018,Office Supplies,12 Colored Short Pencils,7
1019,Furniture,"Master Caster Door Stop, Large Neon Orange",6
1020,Office Supplies,Rubber Band Ball,14
1021,Office Supplies,Loose Memo Sheets,11
1022,Office Supplies,Xerox 1988,11
1023,Office Supplies,"Neat Ideas Personal Hanging Folder Files, Black",5
1024,Office Supplies,Belkin OmniView SE Rackmount Kit,5
1025,Office Supplies,"Rogers Jumbo File, Granite",5
1026,Office Supplies,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",10
1027,Office Supplies,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",5
1028,Office Supplies,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,10
1029,Office Supplies,Avery 481,3
1030,Office Supplies,Newell 310,7
1031,Office Supplies,Newell 319,7
1032,Office Supplies,Avery 518,3
1033,Office Supplies,Sensible Storage WireTech Storage Systems,5
1034,Technology,Kingston Digital DataTraveler 16GB USB 2.0,12
1035,Office Supplies,GBC Imprintable Covers,9
1036,Office Supplies,Newell 347,7
1037,Office Supplies,Pastel Pink Envelopes,13
1038,Technology,Belkin F8E887 USB Wired Ergonomic Keyboard,12
1039,Technology,ARKON Windshield Dashboard Air Vent Car Mount Holder,8
1040,Office Supplies,Xerox 1949,11
1041,Office Supplies,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",10
1042,Office Supplies,Xerox 1886,11
1043,Office Supplies,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",14
1044,Office Supplies,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",7
1045,Technology,Pyle PRT45 Retro Home Telephone,8
1046,Office Supplies,Spiral Phone Message Books with Labels by Adams,11
1047,Furniture,Sauder Inglewood Library Bookcases,1
1048,Office Supplies,Xerox 1901,11
1049,Office Supplies,Acme Elite Stainless Steel Scissors,15
1050,Furniture,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",6
1051,Office Supplies,Prang Drawing Pencil Set,7
1052,Office Supplies,"BOSTON Ranger #55 Pencil Sharpener, Black",7
1053,Office Supplies,Newell 307,7
1054,Office Supplies,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,7
1055,Office Supplies,Avery Binder Labels,9
1056,Technology,VTech DS6151,8
1057,Technology,V7 USB Numeric Keypad,12
1058,Office Supplies,Peel-Off China Markers,7
1059,Office Supplies,Acco Perma 2700 Stacking Storage Drawers,5
1060,Office Supplies,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",11
1061,Furniture,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",6
1062,Technology,Micro Innovations USB RF Wireless Keyboard with Mouse,12
1063,Technology,Plantronics Savi W720 Multi-Device Wireless Headset System,12
1064,Furniture,"Stacking Tray, Side-Loading, Legal, Smoke",6
1065,Office Supplies,Smead Adjustable Mobile File Trolley with Lockable Top,5
1066,Technology,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,8
1067,Office Supplies,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),11
1068,Technology,Canon PC940 Copier,17
1069,Office Supplies,Multicolor Computer Printout Paper,11
1070,Office Supplies,"Brites Rubber Bands, 1 1/2 oz. Box",14
1071,Office Supplies,Catalog Binders with Expanding Posts,9
1072,Technology,Grandstream GXP2100 Mainstream Business Phone,8
1073,Office Supplies,Xerox 1940,11
1074,Office Supplies,Xerox 1986,11
1075,Office Supplies,Binder Clips by OIC,14
1076,Office Supplies,"Wilson Jones 1"" Hanging DublLock Ring Binders",9
1077,Technology,RCA Visys Integrated PBX 8-Line Router,8
1078,Office Supplies,GBC VeloBind Cover Sets,9
1079,Office Supplies,Colored Push Pins,14
1080,Technology,Logitech G105 Gaming Keyboard,12
1081,Office Supplies,Xerox 1925,11
1082,Technology,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,8
1083,Furniture,DAX Natural Wood-Tone Poster Frame,6
1084,Technology,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,16
1085,Office Supplies,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",10
1086,Office Supplies,GBC ProClick Spines for 32-Hole Punch,9
1087,Technology,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,12
1088,Technology,Memorex Micro Travel Drive 16 GB,12
1089,Office Supplies,Avery 497,3
1090,Office Supplies,Avery 500,3
1091,Office Supplies,"""While you Were Out"" Message Book, One Form per Page",11
1092,Office Supplies,Rediform Voice Mail Log Books,11
1093,Furniture,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,1
1094,Furniture,Nu-Dell Float Frame 11 x 14 1/2,6
1095,Technology,Logitech G600 MMO Gaming Mouse,12
1096,Furniture,"Sauder Facets Collection Library, Sky Alder Finish",1
1097,Office Supplies,Avanti 4.4 Cu. Ft. Refrigerator,10
1098,Office Supplies,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,10
1099,Office Supplies,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,10
1100,Furniture,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",4
1101,Office Supplies,White GlueTop Scratch Pads,11
1102,Office Supplies,Holmes HEPA Air Purifier,10
1103,Technology,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",12
1104,Office Supplies,Xerox 231,11
1105,Furniture,Hon 2111 Invitation Series Straight Table,4
1106,Office Supplies,Xerox 1962,11
1107,Technology,Wilson Electronics DB Pro Signal Booster,8
1108,Furniture,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",1
1109,Office Supplies,"DXL Angle-View Binders with Locking Rings, Black",9
1110,Furniture,"Sauder Camden County Collection Libraries, Planked Cherry Finish",1
1111,Furniture,Advantus Panel Wall Certificate Holder - 8.5x11,6
1112,Office Supplies,Avery 478,3
1113,Office Supplies,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",9
1114,Office Supplies,Recycled Steel Personal File for Standard File Folders,5
1115,Office Supplies,Blackstonian Pencils,7
1116,Office Supplies,Xerox 1919,11
1117,Office Supplies,Tops Wirebound Message Log Books,11
1118,Technology,AT&T CL82213,8
1119,Technology,Maxell LTO Ultrium - 800 GB,12
1120,Furniture,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,2
1121,Office Supplies,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",7
1122,Technology,GE 30522EE2,8
1123,Office Supplies,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",11
1124,Technology,Logitech Wireless Marathon Mouse M705,12
1125,Technology,Mediabridge Sport Armband iPhone 5s,8
1126,Furniture,DAX Cubicle Frames - 8x10,6
1127,Office Supplies,Xerox 1929,11
1128,Office Supplies,Avery 501,3
1129,Office Supplies,Avery 513,3
1130,Office Supplies,Harmony Air Purifier,10
1131,Furniture,"Electrix Incandescent Magnifying Lamp, Black",6
1132,Office Supplies,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,10
1133,Furniture,"Global Stack Chair with Arms, Black",2
1134,Office Supplies,Xerox 206,11
1135,Furniture,"Seth Thomas 14"" Day/Date Wall Clock",6
1136,Technology,Samsung Galaxy S4 Mini,8
1137,Technology,Apple iPhone 5,8
1138,Technology,Polycom VVX 310 VoIP phone,8
1139,Technology,Bady BDG101FRU Card Printer,16
1140,Office Supplies,Xerox 1998,11
1141,Office Supplies,Honeywell Quietcare HEPA Air Cleaner,10
1142,Furniture,Hon Olson Stacker Stools,2
1143,Furniture,"Dana Fluorescent Magnifying Lamp, White, 36""",6
1144,Furniture,Flat Face Poster Frame,6
1145,Office Supplies,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",5
1146,Office Supplies,Xerox 1981,11
1147,Office Supplies,Tops White Computer Printout Paper,11
1148,Office Supplies,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",9
1149,Technology,Classic Ivory Antique Telephone ZL1810,8
1150,Furniture,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",1
1151,Furniture,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",6
1152,Technology,Jabra SPEAK 410 Multidevice Speakerphone,8
1153,Office Supplies,Xerox 211,11
1154,Office Supplies,Tennsco Industrial Shelving,5
1155,Office Supplies,Newell 334,7
1156,Furniture,"Hon 30"" x 60"" Table with Locking Drawer",4
1157,Furniture,Safco Drafting Table,4
1158,Office Supplies,Avery 510,3
1159,Furniture,Ultra Door Pull Handle,6
1160,Office Supplies,Avery Hi-Liter Fluorescent Desk Style Markers,7
1161,Office Supplies,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",11
1162,Office Supplies,Newell 309,7
1163,Office Supplies,GBC DocuBind TL300 Electric Binding System,9
1164,Office Supplies,Jiffy Padded Mailers with Self-Seal Closure,13
1165,Office Supplies,GBC DocuBind 200 Manual Binding Machine,9
1166,Technology,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",8
1167,Furniture,Global Comet Stacking Armless Chair,2
1168,Office Supplies,Pressboard Hanging Data Binders for Unburst Sheets,9
1169,Furniture,Hand-Finished Solid Wood Document Frame,6
1170,Furniture,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",6
1171,Office Supplies,Xerox 1891,11
1172,Technology,Hewlett-Packard Deskjet 5550 Printer,16
1173,Office Supplies,Avery 474,3
1174,Technology,Panasonic KX T7736-B Digital phone,8
1175,Office Supplies,GBC DocuBind TL200 Manual Binding Machine,9
1176,Furniture,Global Commerce Series Low-Back Swivel/Tilt Chairs,2
1177,Technology,Cisco SPA 502G IP Phone,8
1178,Technology,Avaya 4621SW VoIP phone,8
1179,Office Supplies,Xerox 214,11
1180,Technology,Motorola Moto X,8
1181,Furniture,O'Sullivan 2-Shelf Heavy-Duty Bookcases,1
1182,Technology,Enermax Briskie RF Wireless Keyboard and Mouse Combo,12
1183,Office Supplies,GBC Twin Loop Wire Binding Elements,9
1184,Office Supplies,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5
1185,Office Supplies,BIC Brite Liner Grip Highlighters,7
1186,Technology,WD My Passport Ultra 2TB Portable External Hard Drive,12
1187,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",10
1188,Technology,Imation Clip USB flash drive - 8 GB,12
1189,Office Supplies,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,9
1190,Office Supplies,Acco 6 Outlet Guardian Standard Surge Suppressor,10
1191,Office Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",15
1192,Office Supplies,Avery Heavy-Duty EZD View Binder with Locking Rings,9
1193,Technology,Belkin Standard 104 key USB Keyboard,12
1194,Technology,Avaya IP Phone 1140E VoIP phone,8
1195,Furniture,"Global Wood Trimmed Manager's Task Chair, Khaki",2
1196,Office Supplies,Newell 321,7
1197,Technology,Jabra Supreme Plus Driver Edition Headset,8
1198,Office Supplies,Binder Posts,9
1199,Furniture,Bevis Round Conference Table Top & Single Column Base,4
1200,Office Supplies,Xerox 1978,11
1201,Office Supplies,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",7
1202,Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,14
1203,Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,10
1204,Furniture,"O'Sullivan Elevations Bookcase, Cherry Finish",1
1205,Office Supplies,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,5
1206,Office Supplies,Southworth Parchment Paper & Envelopes,11
1207,Office Supplies,"Tennsco Lockers, Sand",5
1208,Office Supplies,Xerox 1922,11
1209,Office Supplies,GBC Personal VeloBind Strips,9
1210,Furniture,Novimex Fabric Task Chair,2
1211,Furniture,"Master Big Foot Doorstop, Beige",6
1212,Technology,Microsoft Wireless Mobile Mouse 4000,12
1213,Office Supplies,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",5
1214,Office Supplies,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",9
1215,Office Supplies,Xerox 1952,11
1216,Office Supplies,"Fellowes Twister Kit, Gray/Clear, 3/pkg",9
1217,Technology,Plantronics Audio 478 Stereo USB Headset,12
1218,Furniture,Hon 94000 Series Round Tables,4
1219,Technology,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,12
1220,Technology,"Plantronics CS 50-USB - headset - Convertible, Monaural",8
1221,Office Supplies,Computer Printout Paper with Letter-Trim Perforations,11
1222,Office Supplies,Avery 52,3
1223,Office Supplies,Translucent Push Pins by OIC,14
1224,Office Supplies,Avery 507,3
1225,Office Supplies,Newell 349,7
1226,Office Supplies,GBC DocuBind P50 Personal Binding Machine,9
1227,Office Supplies,Boston KS Multi-Size Manual Pencil Sharpener,7
1228,Office Supplies,Tennsco 6- and 18-Compartment Lockers,5
1229,Office Supplies,Xerox 1888,11
1230,Office Supplies,Newell 308,7
1231,Technology,Polycom SoundStation2 EX Conference phone,8
1232,Office Supplies,Mobile Personal File Cube,5
1233,Furniture,DMI Eclipse Executive Suite Bookcases,1
1234,Office Supplies,Quality Park Security Envelopes,13
1235,Technology,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",8
1236,Furniture,"DataProducts Ampli Magnifier Task Lamp, Black,",6
1237,Office Supplies,Acco 6 Outlet Guardian Basic Surge Suppressor,10
1238,Office Supplies,"Sanford Colorific Scented Colored Pencils, 12/Pack",7
1239,Office Supplies,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",11
1240,Technology,Motorla HX550 Universal Bluetooth Headset,8
1241,Furniture,"Eldon Expressions Wood Desk Accessories, Oak",6
1242,Office Supplies,Acme Office Executive Series Stainless Steel Trimmers,15
1243,Furniture,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",4
1244,Technology,Spigen Samsung Galaxy S5 Case Wallet,8
1245,Office Supplies,Newell 33,7
1246,Office Supplies,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,7
1247,Office Supplies,Array Memo Cubes,11
1248,Office Supplies,Wilson Jones data.warehouse D-Ring Binders with DublLock,9
1249,Office Supplies,Xerox 1982,11
1250,Furniture,Hon Mobius Operator's Chair,2
1251,Office Supplies,Fellowes Mighty 8 Compact Surge Protector,10
1252,Office Supplies,Harmony HEPA Quiet Air Purifiers,10
1253,Furniture,"Howard Miller 16"" Diameter Gallery Wall Clock",6
1254,Furniture,"Eldon Executive Woodline II Desk Accessories, Mahogany",6
1255,Office Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",7
1256,Technology,Polycom SoundPoint Pro SE-225 Corded phone,8
1257,Office Supplies,Euro-Pro Shark Turbo Vacuum,10
1258,Furniture,"Metal Folding Chairs, Beige, 4/Carton",2
1259,Office Supplies,Nontoxic Chalk,7
1260,Office Supplies,Xerox 1991,11
1261,Furniture,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",1
1262,Office Supplies,Fellowes Advanced Computer Series Surge Protectors,10
1263,Office Supplies,Recycled Steel Personal File for Hanging File Folders,5
1264,Technology,HTC One,8
1265,Office Supplies,Manco Dry-Lighter Erasable Highlighter,7
1266,Office Supplies,Fiskars Home & Office Scissors,15
1267,Furniture,Eldon Cleatmat Chair Mats for Medium Pile Carpets,6
1268,Office Supplies,Avery Self-Adhesive Photo Pockets for Polaroid Photos,9
1269,Office Supplies,Xerox 1959,11
1270,Office Supplies,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,10
1271,Office Supplies,Xerox 22,11
1272,Technology,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,8
1273,Office Supplies,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",11
1274,Technology,Logitech diNovo Edge Keyboard,12
1275,Office Supplies,Xerox 1989,11
1276,Office Supplies,Xerox 1984,11
1277,Office Supplies,Xerox 227,11
1278,Office Supplies,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,5
1279,Furniture,Deflect-o Glass Clear Studded Chair Mats,6
1280,Technology,Canon PC1060 Personal Laser Copier,17
1281,Furniture,Bevis Round Conference Room Tables and Bases,4
1282,Office Supplies,Xerox 1965,11
1283,Office Supplies,Bionaire 99.97% HEPA Air Cleaner,10
1284,Office Supplies,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",10
1285,Furniture,Balt Solid Wood Round Tables,4
1286,Technology,Plantronics MX500i Earset,8
1287,Technology,Logitech G35 7.1-Channel Surround Sound Headset,12
1288,Technology,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,12
1289,Office Supplies,Wausau Papers Astrobrights Colored Envelopes,13
1290,Furniture,Tenex Antistatic Computer Chair Mats,6
1291,Office Supplies,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",11
1292,Office Supplies,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,10
1293,Office Supplies,Xerox 1994,11
1294,Furniture,Nu-Dell Executive Frame,6
1295,Office Supplies,Belkin 5 Outlet SurgeMaster Power Centers,10
1296,Office Supplies,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",11
1297,Office Supplies,Insertable Tab Indexes For Data Binders,9
1298,Office Supplies,Satellite Sectional Post Binders,9
1299,Technology,Memorex Micro Travel Drive 32 GB,12
1300,Technology,Lexmark S315 Color Inkjet Printer,16
1301,Office Supplies,Xerox 1926,11
1302,Office Supplies,Xerox 1918,11
1303,Office Supplies,SpineVue Locking Slant-D Ring Binders by Cardinal,9
1304,Office Supplies,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",10
1305,Furniture,"Global Leather & Oak Executive Chair, Burgundy",2
1306,Furniture,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",6
1307,Office Supplies,"Dixon Ticonderoga Maple Cedar Pencil, #2",7
1308,Office Supplies,Acco Hot Clips Clips to Go,14
1309,Office Supplies,Acme Kleencut Forged Steel Scissors,15
1310,Office Supplies,Xerox 1951,11
1311,Furniture,DAX Solid Wood Frames,6
1312,Office Supplies,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,10
1313,Technology,Clearsounds A400,8
1314,Technology,Hewlett Packard 310 Color Digital Copier,17
1315,Office Supplies,Recycled Premium Regency Composition Covers,9
1316,Office Supplies,Xerox 219,11
1317,Office Supplies,Xerox 1903,11
1318,Technology,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),12
1319,Furniture,O'Sullivan Plantations 2-Door Library in Landvery Oak,1
1320,Technology,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,8
1321,Technology,Panasonic KX MB2061 Multifunction Printer,16
1322,Technology,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,12
1323,Furniture,Hon Rectangular Conference Tables,4
1324,Office Supplies,Computer Printout Index Tabs,9
1325,Office Supplies,GBC Wire Binding Combs,9
1326,Furniture,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",2
1327,Office Supplies,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,10
1328,Furniture,Bevis Rectangular Conference Tables,4
1329,Office Supplies,Ampad #10 Peel & Seel Holiday Envelopes,13
1330,Office Supplies,Cardinal Holdit Data Disk Pockets,9
1331,Office Supplies,Avery 496,3
1332,Office Supplies,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",11
1333,Office Supplies,Xerox 23,11
1334,Furniture,Eldon Pizzaz Desk Accessories,6
1335,Furniture,"Sauder Forest Hills Library, Woodland Oak Finish",1
1336,Furniture,Global Deluxe High-Back Office Chair in Storm,2
1337,Technology,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,12
1338,Office Supplies,Avery 50,3
1339,Office Supplies,Fiskars Spring-Action Scissors,15
1340,Technology,Anker 24W Portable Micro USB Car Charger,8
1341,Office Supplies,"SAFCO Mobile Desk Side File, Wire Frame",5
1342,Office Supplies,Newell 313,7
1343,Technology,Jawbone JAMBOX Wireless Bluetooth Speaker,8
1344,Office Supplies,Xerox 1895,11
1345,Office Supplies,"#10 White Business Envelopes,4 1/8 x 9 1/2",13
1346,Office Supplies,High Speed Automatic Electric Letter Opener,15
